date of birth,number of people
1982_07_06,5
1982_07_09,5
1982_07_10,5
1982_07_13,5
1982_08_13,5
1982_08_16,5
1982_08_19,5
1982_08_21,5
1982_09_01,5
1982_09_03,5
1982_09_05,5
1982_09_11,5
1982_09_15,5
1982_09_26,5
1982_10_02,5
1982_10_10,5
1982_10_15,5
1982_10_17,5
1982_11_02,5
1982_11_03,5
1982_12_03,5
1982_12_19,5
1982_12_25,5
1982_12_30,5
1983_01_03,5
1983_01_13,5
1983_01_23,5
1983_04_08,5
1983_04_24,5
1983_05_26,5
1983_06_09,5
1983_06_25,5
1983_10_28,5
1983_11_11,5
1999_01_01,5
1902_01_06,4
1902_08_01,4
1902_08_07,4
1902_12_06,4
1903_05_08,4
1903_06_21,4
1903_10_18,4
1903_12_10,4
1904_02_15,4
1904_05_24,4
1904_07_13,4
1904_12_10,4
1905_01_15,4
1905_03_18,4
1905_03_20,4
1905_04_05,4
1905_05_03,4
1905_05_05,4
1905_07_14,4
1905_08_01,4
1905_09_03,4
1905_09_18,4
1905_09_24,4
1905_10_18,4
1905_11_25,4
1905_12_12,4
1905_12_16,4
1906_01_02,4
1906_01_06,4
1906_01_14,4
1906_02_14,4
1906_02_22,4
1906_02_26,4
1906_03_06,4
1906_03_13,4
1906_03_21,4
1906_04_11,4
1906_04_12,4
1906_05_08,4
1906_05_15,4
1906_06_12,4
1906_06_23,4
1906_07_27,4
1906_07_30,4
1906_08_21,4
1906_09_04,4
1906_09_11,4
1906_09_16,4
1906_09_24,4
1906_10_10,4
1906_10_18,4
1906_11_10,4
1906_11_12,4
1906_11_15,4
1906_12_01,4
1906_12_03,4
1906_12_08,4
1907_01_10,4
1907_01_13,4
1907_01_24,4
1907_02_01,4
1907_03_13,4
1907_03_19,4
1907_03_20,4
1907_04_15,4
1907_04_17,4
1907_04_19,4
1907_04_29,4
1907_04_30,4
1907_05_06,4
1907_05_25,4
1907_06_03,4
1907_06_06,4
1907_06_15,4
1907_06_18,4
1907_06_21,4
1907_06_26,4
1907_07_11,4
1907_07_13,4
1907_07_15,4
1907_07_19,4
1907_07_25,4
1907_08_02,4
1907_08_03,4
1907_08_08,4
1907_08_11,4
1907_08_13,4
1907_08_25,4
1907_08_28,4
1907_08_29,4
1907_08_31,4
1907_09_10,4
1907_09_15,4
1907_09_21,4
1907_09_23,4
1907_10_16,4
1907_11_01,4
1907_11_03,4
1907_11_15,4
1907_11_17,4
1907_11_19,4
1907_11_21,4
1907_12_08,4
1907_12_13,4
1907_12_16,4
1907_12_20,4
1907_12_27,4
1908_01_08,4
1908_01_15,4
1908_01_30,4
1908_02_12,4
1908_02_17,4
1908_02_23,4
1908_03_01,4
1908_03_03,4
1908_03_05,4
1908_03_11,4
1908_03_17,4
1908_03_20,4
1908_03_25,4
1908_04_01,4
1908_04_02,4
1908_04_04,4
1908_04_06,4
1908_04_25,4
1908_04_27,4
1908_04_28,4
1908_05_01,4
1908_05_04,4
1908_05_14,4
1908_05_25,4
1908_05_28,4
1908_06_01,4
1908_06_02,4
1908_06_04,4
1908_06_07,4
1908_06_11,4
1908_06_12,4
1908_06_20,4
1908_06_25,4
1908_07_03,4
1908_07_21,4
1908_07_23,4
1908_07_27,4
1908_07_30,4
1908_08_02,4
1908_08_07,4
1908_08_11,4
1908_08_16,4
1908_08_17,4
1908_08_31,4
1908_09_01,4
1908_09_06,4
1908_09_08,4
1908_09_17,4
1908_10_02,4
1908_10_07,4
1908_10_12,4
1908_10_15,4
1908_10_18,4
1908_11_02,4
1908_11_05,4
1908_11_09,4
1908_11_15,4
1908_11_19,4
1908_12_05,4
1908_12_06,4
1908_12_12,4
1908_12_15,4
1908_12_27,4
1909_01_02,4
1909_01_04,4
1909_01_08,4
1909_01_16,4
1909_01_18,4
1909_01_26,4
1909_01_27,4
1909_01_31,4
1909_02_07,4
1909_02_14,4
1909_02_16,4
1909_02_27,4
1909_02_28,4
1909_03_03,4
1909_03_08,4
1909_03_16,4
1909_03_17,4
1909_03_19,4
1909_03_25,4
1909_03_31,4
1909_04_05,4
1909_04_08,4
1909_04_12,4
1909_04_23,4
1909_05_01,4
1909_05_12,4
1909_05_15,4
1909_05_21,4
1909_05_24,4
1909_05_29,4
1909_05_31,4
1909_06_04,4
1909_06_05,4
1909_06_14,4
1909_06_16,4
1909_06_26,4
1909_06_28,4
1909_06_29,4
1909_07_03,4
1909_07_09,4
1909_07_11,4
1909_07_22,4
1909_07_23,4
1909_07_28,4
1909_07_30,4
1909_07_31,4
1909_08_08,4
1909_08_11,4
1909_08_16,4
1909_08_28,4
1909_09_07,4
1909_09_10,4
1909_09_13,4
1909_09_16,4
1909_09_26,4
1909_10_01,4
1909_10_02,4
1909_10_15,4
1909_10_22,4
1909_10_23,4
1909_10_26,4
1909_10_27,4
1909_10_29,4
1909_11_16,4
1909_11_17,4
1909_11_18,4
1909_11_26,4
1909_11_30,4
1909_12_03,4
1909_12_11,4
1909_12_14,4
1909_12_19,4
1909_12_20,4
1909_12_24,4
1910_01_09,4
1910_01_12,4
1910_01_13,4
1910_01_16,4
1910_01_29,4
1910_01_30,4
1910_02_14,4
1910_02_16,4
1910_02_20,4
1910_02_21,4
1910_02_27,4
1910_03_06,4
1910_03_09,4
1910_03_14,4
1910_03_21,4
1910_03_25,4
1910_03_26,4
1910_03_31,4
1910_04_03,4
1910_04_07,4
1910_04_23,4
1910_04_25,4
1910_04_29,4
1910_05_01,4
1910_05_12,4
1910_05_16,4
1910_05_19,4
1910_05_23,4
1910_05_30,4
1910_06_03,4
1910_06_08,4
1910_06_15,4
1910_06_23,4
1910_07_02,4
1910_07_16,4
1910_07_19,4
1910_08_03,4
1910_08_12,4
1910_08_26,4
1910_08_27,4
1910_08_31,4
1910_09_01,4
1910_09_02,4
1910_09_04,4
1910_09_19,4
1910_10_06,4
1910_10_28,4
1910_10_30,4
1910_11_09,4
1910_11_13,4
1910_11_28,4
1910_11_30,4
1910_12_01,4
1910_12_02,4
1910_12_09,4
1910_12_15,4
1910_12_22,4
1910_12_26,4
1910_12_29,4
1910_12_31,4
1911_01_07,4
1911_01_12,4
1911_01_17,4
1911_01_18,4
1911_01_20,4
1911_01_26,4
1911_01_29,4
1911_02_03,4
1911_02_05,4
1911_02_06,4
1911_02_11,4
1911_02_20,4
1911_02_24,4
1911_03_02,4
1911_03_05,4
1911_03_25,4
1911_03_31,4
1911_04_13,4
1911_04_17,4
1911_04_20,4
1911_04_22,4
1911_04_24,4
1911_05_01,4
1911_05_12,4
1911_05_25,4
1911_05_28,4
1911_05_31,4
1911_06_04,4
1911_06_13,4
1911_06_18,4
1911_06_22,4
1911_06_23,4
1911_06_28,4
1911_07_03,4
1911_07_07,4
1911_07_22,4
1911_08_10,4
1911_08_22,4
1911_08_31,4
1911_09_03,4
1911_09_15,4
1911_09_26,4
1911_09_30,4
1911_10_08,4
1911_10_13,4
1911_10_16,4
1911_10_17,4
1911_10_24,4
1911_10_30,4
1911_11_08,4
1911_12_01,4
1911_12_03,4
1911_12_05,4
1911_12_19,4
1911_12_31,4
1912_01_03,4
1912_01_28,4
1912_02_14,4
1912_02_24,4
1912_02_28,4
1912_03_06,4
1912_03_19,4
1912_03_29,4
1912_04_06,4
1912_04_11,4
1912_04_17,4
1912_04_29,4
1912_05_06,4
1912_05_08,4
1912_05_22,4
1912_06_21,4
1912_07_11,4
1912_08_19,4
1912_09_14,4
1912_09_28,4
1912_09_30,4
1912_10_08,4
1912_10_18,4
1912_10_20,4
1912_10_24,4
1912_11_04,4
1912_11_09,4
1912_11_15,4
1912_11_29,4
1912_12_21,4
1912_12_22,4
1913_01_14,4
1913_01_19,4
1913_01_23,4
1913_01_24,4
1913_01_27,4
1913_01_29,4
1913_02_01,4
1913_02_17,4
1913_02_21,4
1913_02_24,4
1913_02_25,4
1913_03_09,4
1913_03_12,4
1913_04_03,4
1913_04_09,4
1913_05_18,4
1913_05_21,4
1913_06_18,4
1913_06_24,4
1913_06_26,4
1913_07_08,4
1913_08_13,4
1913_08_20,4
1913_08_27,4
1913_08_28,4
1913_08_31,4
1913_10_02,4
1913_11_06,4
1913_11_07,4
1913_11_19,4
1913_12_03,4
1913_12_19,4
1913_12_23,4
1914_03_22,4
1914_03_26,4
1914_03_29,4
1914_03_31,4
1914_04_25,4
1914_06_23,4
1914_07_20,4
1914_12_30,4
1915_01_29,4
1915_03_01,4
1915_03_22,4
1915_03_29,4
1915_05_02,4
1915_05_23,4
1915_05_31,4
1915_06_23,4
1915_07_09,4
1915_07_18,4
1915_07_19,4
1915_08_03,4
1915_08_12,4
1915_09_05,4
1915_09_11,4
1915_09_21,4
1915_10_21,4
1915_11_08,4
1915_12_20,4
1915_12_23,4
1915_12_26,4
1915_12_27,4
1916_02_06,4
1916_02_08,4
1916_02_09,4
1916_03_05,4
1916_04_15,4
1916_05_03,4
1916_07_29,4
1916_08_31,4
1916_11_07,4
1916_12_15,4
1916_12_31,4
1917_01_18,4
1917_02_19,4
1917_02_22,4
1917_03_23,4
1917_04_19,4
1917_05_01,4
1917_10_30,4
1917_11_21,4
1917_12_13,4
1919_05_29,4
1981_03_28,4
1981_04_20,4
1981_06_21,4
1981_07_12,4
1981_07_22,4
1981_09_17,4
1981_10_03,4
1981_10_12,4
1981_10_18,4
1981_10_20,4
1981_10_25,4
1981_10_30,4
1981_11_01,4
1981_11_04,4
1981_11_28,4
1981_12_09,4
1981_12_20,4
1981_12_26,4
1982_01_10,4
1982_02_07,4
1982_02_09,4
1982_02_20,4
1982_02_21,4
1982_03_09,4
1982_03_21,4
1982_04_05,4
1982_04_16,4
1982_04_26,4
1982_04_29,4
1982_05_09,4
1982_05_10,4
1982_05_27,4
1982_05_28,4
1982_05_29,4
1982_06_12,4
1982_06_16,4
1982_06_23,4
1982_06_25,4
1982_06_26,4
1982_07_12,4
1982_08_04,4
1982_08_07,4
1982_08_10,4
1982_08_14,4
1982_08_17,4
1982_09_06,4
1982_09_08,4
1982_09_13,4
1982_09_18,4
1982_09_23,4
1982_09_25,4
1982_10_03,4
1982_10_06,4
1982_10_08,4
1982_10_12,4
1982_10_16,4
1982_10_18,4
1982_10_20,4
1982_10_21,4
1982_10_25,4
1982_10_31,4
1982_11_01,4
1982_11_06,4
1982_11_09,4
1982_11_13,4
1982_11_15,4
1982_11_21,4
1982_11_23,4
1982_11_26,4
1982_12_01,4
1982_12_05,4
1982_12_24,4
1983_01_02,4
1983_01_05,4
1983_01_10,4
1983_01_14,4
1983_01_18,4
1983_01_21,4
1983_01_28,4
1983_02_04,4
1983_02_06,4
1983_02_15,4
1983_03_01,4
1983_03_05,4
1983_03_10,4
1983_03_14,4
1983_03_23,4
1983_03_28,4
1983_04_04,4
1983_04_10,4
1983_04_18,4
1983_04_20,4
1983_04_25,4
1983_05_09,4
1983_05_28,4
1983_06_13,4
1983_06_26,4
1983_06_28,4
1983_07_24,4
1983_07_25,4
1983_08_09,4
1983_08_21,4
1983_08_30,4
1983_10_12,4
1983_10_21,4
1983_12_11,4
1900_06_03,3
1900_07_16,3
1901_02_06,3
1901_03_01,3
1901_06_10,3
1901_06_12,3
1901_11_11,3
1902_06_08,3
1902_07_15,3
1902_08_03,3
1902_09_29,3
1902_10_11,3
1903_01_01,3
1903_01_12,3
1903_02_27,3
1903_03_04,3
1903_03_19,3
1903_03_20,3
1903_07_10,3
1903_08_15,3
1903_09_05,3
1903_09_21,3
1903_11_05,3
1903_12_13,3
1903_12_25,3
1904_01_20,3
1904_02_12,3
1904_02_17,3
1904_04_03,3
1904_05_10,3
1904_05_25,3
1904_07_19,3
1904_08_01,3
1904_08_24,3
1904_08_27,3
1904_09_04,3
1904_09_22,3
1904_11_15,3
1904_12_02,3
1904_12_09,3
1904_12_11,3
1904_12_20,3
1905_01_09,3
1905_02_02,3
1905_02_07,3
1905_02_09,3
1905_02_11,3
1905_02_15,3
1905_02_26,3
1905_03_16,3
1905_03_23,3
1905_03_25,3
1905_03_28,3
1905_04_07,3
1905_04_15,3
1905_04_21,3
1905_04_22,3
1905_05_21,3
1905_05_24,3
1905_06_03,3
1905_06_21,3
1905_07_02,3
1905_08_27,3
1905_08_31,3
1905_09_10,3
1905_09_16,3
1905_09_22,3
1905_09_30,3
1905_10_08,3
1905_10_10,3
1905_10_21,3
1905_10_23,3
1905_11_13,3
1905_11_19,3
1905_11_26,3
1905_11_28,3
1905_12_14,3
1905_12_15,3
1905_12_28,3
1906_01_04,3
1906_01_11,3
1906_01_29,3
1906_02_06,3
1906_02_15,3
1906_02_27,3
1906_03_11,3
1906_03_12,3
1906_03_19,3
1906_03_23,3
1906_03_27,3
1906_03_31,3
1906_04_02,3
1906_04_08,3
1906_04_19,3
1906_04_28,3
1906_05_10,3
1906_05_11,3
1906_05_16,3
1906_05_19,3
1906_05_26,3
1906_05_27,3
1906_05_29,3
1906_06_08,3
1906_06_11,3
1906_06_29,3
1906_06_30,3
1906_07_04,3
1906_07_23,3
1906_07_25,3
1906_08_05,3
1906_08_09,3
1906_08_10,3
1906_08_24,3
1906_08_25,3
1906_08_27,3
1906_08_28,3
1906_08_30,3
1906_09_05,3
1906_09_14,3
1906_09_18,3
1906_09_19,3
1906_09_25,3
1906_10_03,3
1906_10_04,3
1906_10_12,3
1906_10_13,3
1906_10_15,3
1906_10_19,3
1906_10_22,3
1906_11_03,3
1906_11_08,3
1906_11_14,3
1906_11_17,3
1906_11_18,3
1906_11_20,3
1906_11_24,3
1906_12_04,3
1906_12_07,3
1906_12_09,3
1906_12_11,3
1906_12_13,3
1906_12_23,3
1906_12_31,3
1907_01_11,3
1907_01_14,3
1907_01_23,3
1907_01_27,3
1907_01_30,3
1907_03_01,3
1907_03_06,3
1907_03_09,3
1907_03_18,3
1907_03_24,3
1907_03_26,3
1907_04_02,3
1907_04_07,3
1907_04_11,3
1907_04_25,3
1907_04_26,3
1907_05_09,3
1907_05_15,3
1907_05_22,3
1907_05_23,3
1907_05_24,3
1907_06_01,3
1907_06_05,3
1907_06_08,3
1907_06_11,3
1907_06_14,3
1907_06_22,3
1907_06_23,3
1907_06_29,3
1907_07_01,3
1907_07_08,3
1907_07_12,3
1907_07_18,3
1907_07_23,3
1907_07_27,3
1907_07_28,3
1907_08_07,3
1907_08_12,3
1907_08_14,3
1907_08_21,3
1907_08_30,3
1907_09_02,3
1907_09_03,3
1907_09_16,3
1907_09_19,3
1907_09_24,3
1907_09_27,3
1907_10_05,3
1907_10_18,3
1907_10_27,3
1907_10_29,3
1907_11_05,3
1907_11_07,3
1907_11_09,3
1907_11_10,3
1907_11_23,3
1907_11_24,3
1907_12_02,3
1907_12_04,3
1907_12_12,3
1907_12_14,3
1907_12_17,3
1907_12_23,3
1907_12_25,3
1907_12_29,3
1907_12_31,3
1908_01_03,3
1908_01_06,3
1908_01_09,3
1908_01_10,3
1908_01_31,3
1908_02_02,3
1908_02_11,3
1908_02_16,3
1908_02_25,3
1908_02_29,3
1908_03_02,3
1908_03_23,3
1908_03_26,3
1908_03_28,3
1908_04_05,3
1908_04_08,3
1908_04_09,3
1908_04_13,3
1908_04_17,3
1908_04_23,3
1908_04_26,3
1908_05_02,3
1908_05_08,3
1908_05_10,3
1908_05_11,3
1908_05_13,3
1908_05_16,3
1908_05_18,3
1908_05_24,3
1908_05_31,3
1908_06_10,3
1908_06_13,3
1908_07_01,3
1908_07_07,3
1908_07_11,3
1908_07_12,3
1908_07_25,3
1908_07_28,3
1908_07_31,3
1908_08_03,3
1908_08_13,3
1908_08_18,3
1908_08_19,3
1908_08_20,3
1908_08_21,3
1908_08_24,3
1908_09_02,3
1908_09_05,3
1908_09_14,3
1908_09_15,3
1908_09_19,3
1908_09_20,3
1908_09_21,3
1908_09_27,3
1908_10_06,3
1908_10_16,3
1908_10_21,3
1908_10_26,3
1908_10_30,3
1908_10_31,3
1908_11_07,3
1908_11_08,3
1908_11_11,3
1908_11_13,3
1908_11_16,3
1908_11_21,3
1908_11_23,3
1908_11_24,3
1908_11_25,3
1908_12_10,3
1908_12_16,3
1908_12_21,3
1908_12_24,3
1908_12_25,3
1908_12_30,3
1909_01_03,3
1909_01_05,3
1909_01_11,3
1909_01_17,3
1909_01_20,3
1909_01_21,3
1909_02_03,3
1909_02_10,3
1909_02_11,3
1909_02_13,3
1909_02_17,3
1909_03_01,3
1909_03_11,3
1909_03_22,3
1909_03_23,3
1909_03_26,3
1909_03_28,3
1909_03_30,3
1909_04_18,3
1909_04_25,3
1909_04_26,3
1909_04_28,3
1909_04_29,3
1909_05_03,3
1909_05_04,3
1909_05_09,3
1909_05_11,3
1909_05_18,3
1909_05_28,3
1909_05_30,3
1909_06_08,3
1909_06_09,3
1909_06_17,3
1909_06_19,3
1909_06_27,3
1909_07_02,3
1909_07_06,3
1909_07_27,3
1909_08_02,3
1909_08_09,3
1909_08_15,3
1909_08_17,3
1909_08_21,3
1909_09_02,3
1909_09_11,3
1909_09_12,3
1909_09_23,3
1909_09_28,3
1909_09_30,3
1909_10_20,3
1909_10_24,3
1909_10_25,3
1909_10_28,3
1909_11_02,3
1909_11_04,3
1909_11_05,3
1909_11_09,3
1909_11_10,3
1909_11_19,3
1909_11_21,3
1909_11_22,3
1909_11_27,3
1909_12_04,3
1909_12_08,3
1909_12_15,3
1909_12_16,3
1909_12_21,3
1909_12_28,3
1909_12_29,3
1910_01_22,3
1910_01_26,3
1910_01_31,3
1910_02_11,3
1910_02_13,3
1910_03_04,3
1910_03_08,3
1910_03_12,3
1910_04_16,3
1910_04_22,3
1910_04_24,3
1910_04_26,3
1910_04_30,3
1910_05_05,3
1910_05_14,3
1910_05_21,3
1910_05_27,3
1910_05_28,3
1910_06_02,3
1910_06_09,3
1910_06_22,3
1910_06_24,3
1910_07_09,3
1910_07_10,3
1910_07_13,3
1910_07_20,3
1910_07_25,3
1910_07_28,3
1910_08_13,3
1910_08_23,3
1910_09_13,3
1910_09_18,3
1910_09_26,3
1910_09_27,3
1910_10_13,3
1910_10_17,3
1910_10_23,3
1910_11_18,3
1910_11_24,3
1910_11_26,3
1910_11_29,3
1910_12_13,3
1910_12_17,3
1910_12_18,3
1910_12_23,3
1911_01_03,3
1911_01_22,3
1911_01_24,3
1911_01_28,3
1911_01_30,3
1911_02_01,3
1911_02_07,3
1911_02_17,3
1911_02_18,3
1911_03_01,3
1911_03_19,3
1911_03_20,3
1911_03_27,3
1911_04_18,3
1911_04_21,3
1911_04_25,3
1911_04_28,3
1911_04_29,3
1911_04_30,3
1911_05_06,3
1911_05_07,3
1911_05_10,3
1911_05_13,3
1911_05_20,3
1911_06_02,3
1911_06_07,3
1911_06_08,3
1911_06_16,3
1911_06_21,3
1911_07_01,3
1911_07_02,3
1911_07_06,3
1911_07_10,3
1911_07_15,3
1911_07_24,3
1911_07_31,3
1911_08_02,3
1911_08_03,3
1911_08_09,3
1911_08_18,3
1911_08_24,3
1911_08_25,3
1911_08_30,3
1911_09_04,3
1911_09_18,3
1911_10_06,3
1911_10_07,3
1911_10_14,3
1911_10_20,3
1911_10_23,3
1911_11_04,3
1911_12_04,3
1911_12_23,3
1911_12_24,3
1912_01_18,3
1912_01_19,3
1912_01_20,3
1912_01_23,3
1912_01_29,3
1912_02_16,3
1912_02_25,3
1912_03_30,3
1912_04_07,3
1912_04_23,3
1912_05_01,3
1912_05_05,3
1912_05_15,3
1912_05_16,3
1912_05_17,3
1912_05_18,3
1912_05_28,3
1912_05_31,3
1912_06_02,3
1912_06_14,3
1912_06_23,3
1912_06_24,3
1912_08_05,3
1912_08_07,3
1912_08_25,3
1912_08_29,3
1912_09_08,3
1912_09_13,3
1912_11_06,3
1912_11_18,3
1912_12_09,3
1912_12_28,3
1913_01_12,3
1913_01_18,3
1913_01_21,3
1913_02_11,3
1913_02_27,3
1913_03_08,3
1913_03_20,3
1913_04_02,3
1913_04_20,3
1913_04_24,3
1913_05_03,3
1913_05_08,3
1913_05_11,3
1913_05_14,3
1913_05_16,3
1913_05_27,3
1913_06_20,3
1913_06_25,3
1913_07_10,3
1913_08_11,3
1913_08_14,3
1913_08_18,3
1913_08_21,3
1913_08_23,3
1913_09_07,3
1913_10_04,3
1913_11_23,3
1914_01_05,3
1914_04_23,3
1915_03_21,3
1915_03_30,3
1915_07_29,3
1915_09_09,3
1915_09_20,3
1915_10_18,3
1915_10_27,3
1915_12_17,3
1916_11_05,3
1916_11_23,3
1917_01_09,3
1917_03_30,3
1918_04_25,3
1919_02_14,3
1919_07_05,3
1981_02_13,3
1981_07_19,3
1981_12_14,3
1982_01_29,3
1982_01_30,3
1982_01_31,3
1982_02_11,3
1982_02_13,3
1982_02_23,3
1982_02_27,3
1982_03_01,3
1982_03_07,3
1982_03_19,3
1982_03_20,3
1982_04_10,3
1982_04_14,3
1982_04_17,3
1982_04_18,3
1982_04_21,3
1982_04_25,3
1982_05_01,3
1982_05_04,3
1982_05_06,3
1982_05_17,3
1982_05_20,3
1982_05_22,3
1982_05_24,3
1982_05_25,3
1982_06_01,3
1982_07_04,3
1982_07_22,3
1982_07_23,3
1982_07_24,3
1982_07_28,3
1982_08_03,3
1982_08_15,3
1982_08_20,3
1982_08_22,3
1982_08_28,3
1982_08_29,3
1982_08_31,3
1982_09_02,3
1982_09_16,3
1982_09_19,3
1982_10_04,3
1982_10_05,3
1982_10_09,3
1982_10_14,3
1982_10_22,3
1982_10_27,3
1982_11_05,3
1982_11_10,3
1982_11_19,3
1982_11_24,3
1982_11_25,3
1982_11_28,3
1982_12_06,3
1982_12_08,3
1982_12_09,3
1982_12_11,3
1982_12_12,3
1982_12_13,3
1982_12_14,3
1982_12_20,3
1982_12_23,3
1982_12_29,3
1983_01_07,3
1983_01_08,3
1983_01_12,3
1983_01_16,3
1983_01_19,3
1983_01_22,3
1983_01_24,3
1983_01_26,3
1983_01_29,3
1983_01_31,3
1983_02_01,3
1983_02_11,3
1983_02_13,3
1983_02_14,3
1983_02_16,3
1983_02_17,3
1983_02_23,3
1983_02_24,3
1983_02_27,3
1983_03_07,3
1983_03_09,3
1983_03_12,3
1983_03_16,3
1983_03_18,3
1983_03_19,3
1983_03_20,3
1983_03_24,3
1983_03_25,3
1983_03_31,3
1983_04_03,3
1983_04_06,3
1983_04_13,3
1983_04_15,3
1983_04_23,3
1983_04_26,3
1983_04_30,3
1983_05_03,3
1983_05_06,3
1983_05_07,3
1983_05_08,3
1983_05_11,3
1983_05_12,3
1983_05_13,3
1983_05_17,3
1983_05_19,3
1983_05_23,3
1983_06_03,3
1983_06_08,3
1983_06_12,3
1983_06_16,3
1983_06_19,3
1983_06_21,3
1983_06_23,3
1983_07_01,3
1983_07_02,3
1983_07_09,3
1983_07_17,3
1983_07_21,3
1983_07_22,3
1983_08_25,3
1983_09_05,3
1983_09_08,3
1983_09_11,3
1983_09_14,3
1983_09_19,3
1983_10_04,3
1983_10_06,3
1983_10_18,3
1983_11_03,3
1983_11_16,3
1983_12_12,3
1983_12_13,3
1983_12_16,3
1983_12_22,3
1984_01_04,3
1984_01_16,3
1984_01_21,3
1984_02_07,3
1984_02_24,3
1984_03_10,3
1984_03_19,3
1984_03_25,3
1984_05_28,3
1984_05_30,3
1984_06_20,3
1984_09_19,3
1900_02_17,2
1900_02_18,2
1900_05_12,2
1900_06_08,2
1900_06_11,2
1900_09_06,2
1900_09_16,2
1900_09_24,2
1900_10_21,2
1900_11_14,2
1900_11_20,2
1900_11_22,2
1900_11_27,2
1900_12_08,2
1900_12_26,2
1901_01_05,2
1901_01_10,2
1901_02_15,2
1901_03_14,2
1901_04_01,2
1901_04_03,2
1901_04_16,2
1901_04_29,2
1901_06_09,2
1901_08_10,2
1901_09_18,2
1901_10_03,2
1901_10_10,2
1901_10_15,2
1901_10_23,2
1901_11_15,2
1901_12_01,2
1901_12_15,2
1901_12_20,2
1902_01_12,2
1902_01_15,2
1902_01_31,2
1902_03_22,2
1902_04_02,2
1902_04_07,2
1902_04_12,2
1902_04_15,2
1902_04_16,2
1902_05_27,2
1902_06_01,2
1902_06_02,2
1902_06_13,2
1902_06_15,2
1902_06_17,2
1902_06_21,2
1902_07_01,2
1902_07_27,2
1902_08_11,2
1902_08_17,2
1902_09_06,2
1902_09_07,2
1902_09_18,2
1902_10_01,2
1902_10_03,2
1902_10_05,2
1902_10_12,2
1902_10_15,2
1902_11_14,2
1902_11_16,2
1902_12_25,2
1903_01_02,2
1903_01_04,2
1903_01_05,2
1903_01_06,2
1903_01_08,2
1903_01_20,2
1903_01_31,2
1903_03_01,2
1903_03_11,2
1903_03_14,2
1903_03_28,2
1903_04_03,2
1903_04_26,2
1903_04_29,2
1903_05_06,2
1903_05_07,2
1903_05_15,2
1903_05_17,2
1903_05_21,2
1903_05_24,2
1903_05_26,2
1903_05_27,2
1903_06_06,2
1903_06_11,2
1903_06_30,2
1903_07_06,2
1903_07_18,2
1903_07_20,2
1903_08_11,2
1903_08_31,2
1903_09_13,2
1903_09_19,2
1903_09_22,2
1903_10_10,2
1903_10_11,2
1903_10_12,2
1903_10_21,2
1903_10_22,2
1903_11_01,2
1903_11_06,2
1903_11_12,2
1903_11_27,2
1903_12_01,2
1903_12_07,2
1904_01_11,2
1904_01_14,2
1904_01_26,2
1904_02_03,2
1904_02_04,2
1904_02_05,2
1904_02_19,2
1904_02_20,2
1904_02_21,2
1904_02_28,2
1904_03_14,2
1904_03_15,2
1904_03_19,2
1904_03_22,2
1904_03_23,2
1904_04_01,2
1904_04_08,2
1904_04_09,2
1904_04_10,2
1904_04_11,2
1904_04_14,2
1904_04_15,2
1904_04_20,2
1904_04_26,2
1904_04_30,2
1904_05_01,2
1904_05_05,2
1904_05_08,2
1904_05_11,2
1904_05_18,2
1904_05_21,2
1904_05_27,2
1904_05_31,2
1904_06_02,2
1904_06_07,2
1904_06_10,2
1904_06_18,2
1904_06_21,2
1904_06_24,2
1904_06_25,2
1904_07_02,2
1904_07_03,2
1904_07_08,2
1904_07_11,2
1904_07_12,2
1904_07_16,2
1904_07_20,2
1904_07_21,2
1904_07_24,2
1904_07_31,2
1904_08_03,2
1904_08_06,2
1904_08_07,2
1904_08_14,2
1904_08_21,2
1904_09_05,2
1904_09_12,2
1904_09_16,2
1904_09_18,2
1904_09_19,2
1904_09_25,2
1904_09_30,2
1904_10_01,2
1904_10_14,2
1904_10_16,2
1904_10_19,2
1904_10_20,2
1904_10_23,2
1904_10_25,2
1904_11_07,2
1904_11_19,2
1904_11_25,2
1904_11_27,2
1904_12_03,2
1904_12_06,2
1904_12_07,2
1904_12_08,2
1904_12_12,2
1904_12_16,2
1904_12_17,2
1904_12_19,2
1904_12_21,2
1904_12_25,2
1904_12_29,2
1904_12_30,2
1905_01_02,2
1905_01_03,2
1905_01_05,2
1905_01_07,2
1905_01_08,2
1905_01_13,2
1905_01_17,2
1905_01_19,2
1905_01_20,2
1905_01_22,2
1905_01_26,2
1905_02_01,2
1905_02_04,2
1905_02_14,2
1905_02_16,2
1905_02_19,2
1905_02_20,2
1905_02_28,2
1905_03_07,2
1905_03_31,2
1905_04_01,2
1905_04_13,2
1905_04_14,2
1905_04_16,2
1905_04_23,2
1905_04_25,2
1905_04_30,2
1905_05_04,2
1905_05_07,2
1905_05_12,2
1905_05_15,2
1905_05_19,2
1905_05_20,2
1905_05_26,2
1905_06_07,2
1905_06_08,2
1905_06_16,2
1905_06_20,2
1905_06_24,2
1905_06_28,2
1905_06_29,2
1905_07_06,2
1905_07_10,2
1905_07_12,2
1905_07_15,2
1905_07_16,2
1905_07_21,2
1905_07_22,2
1905_07_25,2
1905_08_06,2
1905_08_09,2
1905_08_12,2
1905_08_15,2
1905_08_28,2
1905_08_29,2
1905_09_04,2
1905_09_06,2
1905_09_08,2
1905_09_09,2
1905_09_20,2
1905_09_21,2
1905_09_23,2
1905_09_26,2
1905_09_28,2
1905_09_29,2
