date of birth,number of people
1959_12_14,181
1960_01_07,181
1960_02_14,181
1960_08_03,181
1960_08_09,181
1960_11_28,181
1960_12_27,181
1960_12_28,181
1961_01_03,181
1961_02_28,181
1961_04_02,181
1961_06_12,181
1961_09_17,181
1961_11_21,181
1962_01_09,181
1962_04_17,181
1962_09_11,181
1962_12_06,181
1963_04_11,181
1963_07_13,181
1963_09_14,181
1963_11_02,181
1963_12_22,181
1964_01_16,181
1964_05_28,181
1964_06_08,181
1964_09_14,181
1964_10_12,181
1965_02_16,181
1965_03_13,181
1965_09_14,181
1965_10_08,181
1965_10_28,181
1965_12_27,181
1966_03_28,181
1966_04_08,181
1966_06_14,181
1966_08_20,181
1966_09_23,181
1966_11_20,181
1967_07_01,181
1967_09_29,181
1967_11_08,181
1968_03_16,181
1968_03_18,181
1968_05_08,181
1968_05_20,181
1968_10_15,181
1969_03_25,181
1969_10_16,181
1970_07_27,181
1970_09_22,181
1970_12_04,181
1973_09_23,181
1976_01_01,181
1920_01_01,180
1956_08_08,180
1957_04_12,180
1957_09_10,180
1958_04_07,180
1958_06_01,180
1958_06_03,180
1958_07_27,180
1958_09_18,180
1959_06_05,180
1959_07_05,180
1959_09_12,180
1960_01_16,180
1960_03_05,180
1960_04_06,180
1960_09_05,180
1960_09_11,180
1960_09_19,180
1960_09_22,180
1960_09_23,180
1960_12_18,180
1961_11_03,180
1962_02_20,180
1962_03_13,180
1962_05_16,180
1962_07_12,180
1962_08_11,180
1962_09_13,180
1962_11_28,180
1962_12_08,180
1963_07_03,180
1963_09_13,180
1963_10_08,180
1964_01_07,180
1964_03_08,180
1964_03_14,180
1964_09_04,180
1964_09_29,180
1965_03_02,180
1965_04_14,180
1965_06_03,180
1965_06_22,180
1965_07_12,180
1965_07_17,180
1965_07_25,180
1965_10_11,180
1965_10_12,180
1966_07_27,180
1966_08_24,180
1966_11_28,180
1966_12_26,180
1967_03_07,180
1967_04_07,180
1967_06_01,180
1967_06_14,180
1967_08_25,180
1968_03_21,180
1968_04_25,180
1968_05_16,180
1968_06_02,180
1969_03_01,180
1969_03_02,180
1970_03_14,180
1970_08_06,180
1970_09_14,180
1970_09_28,180
1970_10_03,180
1953_04_04,179
1956_03_15,179
1956_07_01,179
1956_12_16,179
1958_03_07,179
1958_04_10,179
1958_06_15,179
1958_08_05,179
1958_08_12,179
1958_09_08,179
1958_10_05,179
1959_03_05,179
1959_04_03,179
1959_08_03,179
1959_09_03,179
1960_08_13,179
1960_09_20,179
1960_10_28,179
1960_11_27,179
1961_01_09,179
1961_04_07,179
1961_08_22,179
1961_08_24,179
1961_08_28,179
1961_09_05,179
1961_09_18,179
1962_01_07,179
1962_08_23,179
1963_01_04,179
1963_05_15,179
1963_06_17,179
1963_07_21,179
1963_09_18,179
1963_09_20,179
1963_09_26,179
1964_07_06,179
1965_07_06,179
1965_08_03,179
1965_12_08,179
1966_03_18,179
1966_03_27,179
1966_05_02,179
1966_11_06,179
1967_02_08,179
1967_06_11,179
1967_06_13,179
1967_08_16,179
1968_04_11,179
1968_05_01,179
1968_08_04,179
1968_08_17,179
1968_08_23,179
1968_09_26,179
1968_10_05,179
1969_05_15,179
1969_11_25,179
1970_01_07,179
1970_01_25,179
1970_02_04,179
1970_05_12,179
1970_05_14,179
1972_04_05,179
1972_09_10,179
1973_03_15,179
1954_06_10,178
1954_12_12,178
1956_03_10,178
1956_06_21,178
1957_09_13,178
1957_12_16,178
1958_01_15,178
1958_02_06,178
1958_08_24,178
1959_05_25,178
1959_06_01,178
1959_06_20,178
1960_02_01,178
1960_02_07,178
1960_04_28,178
1960_06_11,178
1960_08_11,178
1960_09_02,178
1960_09_06,178
1960_12_15,178
1961_02_10,178
1961_04_06,178
1961_09_16,178
1962_01_25,178
1962_03_19,178
1962_06_21,178
1962_06_28,178
1962_07_08,178
1962_07_28,178
1962_08_16,178
1962_08_30,178
1962_09_18,178
1962_10_16,178
1962_10_18,178
1962_11_08,178
1962_11_24,178
1962_12_04,178
1962_12_11,178
1962_12_20,178
1963_03_18,178
1963_03_26,178
1963_07_01,178
1963_07_05,178
1963_07_06,178
1963_07_15,178
1963_10_12,178
1963_10_15,178
1963_11_17,178
1964_01_11,178
1964_01_12,178
1964_02_16,178
1964_05_12,178
1964_07_11,178
1964_08_27,178
1964_10_08,178
1965_03_20,178
1965_05_04,178
1965_05_19,178
1965_12_14,178
1966_03_11,178
1966_04_03,178
1966_09_05,178
1966_09_26,178
1966_11_29,178
1967_02_12,178
1967_05_07,178
1967_07_18,178
1967_10_13,178
1967_10_20,178
1967_11_28,178
1968_01_28,178
1968_04_01,178
1968_06_24,178
1968_07_23,178
1969_03_28,178
1969_04_03,178
1969_04_16,178
1969_05_12,178
1969_08_25,178
1969_09_13,178
1969_10_23,178
1970_02_15,178
1970_07_25,178
1970_08_02,178
1970_09_06,178
1971_08_08,178
1971_10_28,178
1972_04_03,178
1952_08_08,177
1954_04_24,177
1956_06_15,177
1957_03_15,177
1957_04_27,177
1957_05_10,177
1958_06_24,177
1959_04_06,177
1959_04_24,177
1959_06_15,177
1959_06_25,177
1959_07_27,177
1959_08_02,177
1959_09_18,177
1959_09_20,177
1959_09_28,177
1960_03_14,177
1960_03_27,177
1960_06_30,177
1960_08_18,177
1960_08_28,177
1960_09_01,177
1960_10_24,177
1960_11_05,177
1961_02_01,177
1961_03_21,177
1961_11_11,177
1962_03_08,177
1962_04_22,177
1962_05_10,177
1962_06_22,177
1962_07_06,177
1962_10_07,177
1962_10_12,177
1962_11_21,177
1962_11_27,177
1962_12_15,177
1963_01_09,177
1963_03_08,177
1963_04_05,177
1963_08_09,177
1963_08_27,177
1963_09_08,177
1964_03_25,177
1964_04_08,177
1964_08_14,177
1965_01_06,177
1965_03_17,177
1965_05_01,177
1965_05_11,177
1965_08_21,177
1966_02_04,177
1966_02_16,177
1966_06_21,177
1966_10_03,177
1966_10_04,177
1966_11_03,177
1967_04_24,177
1967_08_27,177
1967_11_27,177
1968_06_18,177
1968_09_07,177
1968_09_14,177
1969_03_23,177
1969_04_25,177
1969_05_20,177
1969_07_10,177
1969_09_03,177
1971_03_05,177
1973_06_10,177
1975_05_05,177
1950_12_25,176
1955_07_07,176
1956_06_16,176
1957_09_16,176
1958_04_05,176
1958_04_24,176
1958_05_12,176
1958_06_08,176
1958_07_10,176
1958_07_28,176
1958_12_01,176
1959_05_07,176
1959_07_15,176
1959_09_17,176
1959_12_29,176
1960_04_03,176
1960_08_24,176
1960_09_03,176
1961_02_08,176
1961_03_16,176
1961_06_25,176
1961_07_12,176
1961_10_25,176
1961_10_28,176
1961_11_29,176
1962_09_20,176
1962_10_01,176
1962_11_15,176
1962_12_02,176
1963_03_01,176
1963_04_01,176
1963_04_08,176
1963_05_13,176
1963_06_14,176
1963_11_08,176
1963_11_16,176
1963_12_26,176
1964_04_02,176
1964_05_07,176
1964_06_14,176
1964_10_05,176
1964_11_04,176
1964_11_28,176
1964_12_13,176
1965_02_17,176
1965_02_25,176
1965_05_27,176
1965_06_14,176
1965_06_27,176
1965_08_20,176
1965_11_06,176
1965_11_20,176
1966_01_07,176
1966_02_05,176
1966_08_06,176
1966_09_04,176
1966_09_10,176
1966_09_14,176
1966_12_03,176
1966_12_22,176
1967_02_27,176
1967_03_14,176
1967_05_25,176
1967_08_04,176
1968_02_22,176
1968_06_23,176
1968_07_11,176
1969_05_25,176
1969_09_01,176
1969_10_01,176
1969_11_04,176
1969_11_10,176
1970_03_21,176
1970_04_02,176
1970_04_25,176
1970_05_03,176
1970_05_25,176
1970_08_16,176
1970_09_05,176
1970_11_24,176
1972_02_10,176
1972_04_10,176
1972_12_24,176
1953_07_07,175
1955_06_16,175
1957_03_05,175
1957_05_15,175
1957_07_01,175
1957_08_01,175
1958_04_14,175
1958_04_15,175
1958_06_22,175
1958_07_16,175
1958_08_11,175
1958_11_13,175
1958_12_26,175
1959_05_15,175
1959_09_24,175
1959_10_26,175
1960_07_15,175
1960_08_23,175
1960_11_23,175
1961_02_15,175
1961_03_05,175
1961_04_05,175
1961_05_25,175
1961_06_02,175
1961_08_16,175
1961_09_01,175
1962_04_25,175
1962_08_03,175
1962_08_17,175
1962_09_07,175
1962_10_24,175
1962_11_20,175
1962_12_03,175
1963_01_08,175
1963_05_20,175
1963_06_21,175
1963_07_14,175
1963_09_30,175
1964_02_07,175
1964_02_22,175
1964_04_17,175
1964_04_25,175
1964_08_22,175
1964_10_01,175
1964_11_20,175
1964_12_06,175
1964_12_17,175
1965_01_07,175
1965_02_22,175
1965_06_01,175
1965_09_29,175
1965_12_02,175
1965_12_22,175
1966_02_01,175
1966_02_06,175
1966_03_09,175
1966_04_01,175
1966_04_20,175
1966_06_09,175
1966_09_24,175
1966_10_22,175
1966_10_24,175
1967_03_20,175
1967_06_18,175
1967_07_05,175
1967_10_23,175
1967_11_04,175
1968_02_26,175
1968_07_08,175
1968_08_18,175
1969_04_09,175
1969_09_18,175
1970_06_08,175
1970_09_03,175
1970_12_23,175
1971_01_15,175
1972_02_28,175
1972_03_13,175
1972_11_11,175
1975_03_03,175
1950_02_02,174
1952_12_12,174
1954_06_25,174
1956_09_26,174
1957_05_07,174
1957_06_26,174
1957_09_26,174
1958_04_01,174
1958_05_10,174
1958_06_07,174
1958_09_04,174
1958_09_06,174
1958_09_07,174
1959_03_10,174
1959_04_16,174
1959_09_04,174
1960_01_17,174
1960_02_10,174
1960_03_02,174
1960_04_26,174
1960_05_07,174
1960_08_01,174
1960_09_21,174
1960_10_09,174
1960_10_16,174
1960_11_03,174
1961_06_24,174
1961_09_02,174
1962_06_30,174
1963_06_11,174
1963_06_28,174
1963_07_10,174
1963_08_06,174
1963_08_30,174
1963_10_06,174
1963_10_11,174
1963_10_21,174
1963_10_26,174
1963_11_26,174
1963_12_07,174
1963_12_11,174
1963_12_15,174
1964_02_09,174
1964_05_02,174
1964_07_10,174
1964_08_03,174
1964_09_27,174
1964_12_10,174
1964_12_14,174
1965_08_10,174
1965_09_07,174
1965_09_22,174
1965_10_02,174
1965_10_20,174
1966_05_09,174
1966_08_07,174
1966_08_13,174
1967_03_17,174
1967_09_07,174
1967_12_04,174
1968_02_04,174
1968_02_06,174
1968_05_25,174
1968_08_03,174
1968_12_01,174
1969_01_12,174
1969_05_10,174
1969_09_11,174
1969_10_03,174
1969_10_28,174
1970_06_22,174
1970_08_20,174
1970_11_15,174
1971_03_04,174
1971_05_10,174
1972_02_06,174
1972_06_15,174
1921_01_01,173
1936_06_06,173
1949_10_10,173
1952_04_04,173
1953_08_08,173
1956_06_10,173
1956_09_15,173
1957_07_18,173
1957_09_23,173
1958_01_04,173
1958_06_21,173
1958_06_23,173
1958_07_02,173
1958_09_16,173
1958_09_25,173
1958_10_02,173
1959_01_06,173
1959_03_13,173
1959_06_03,173
1959_06_14,173
1959_06_22,173
1959_10_23,173
1959_10_29,173
1960_02_16,173
1960_03_19,173
1960_04_10,173
1960_05_01,173
1960_08_16,173
1960_11_14,173
1961_03_02,173
1961_06_14,173
1961_09_19,173
1961_09_24,173
1962_01_13,173
1962_05_24,173
1962_06_09,173
1962_06_14,173
1962_06_18,173
1962_10_19,173
1962_10_23,173
1962_10_29,173
1962_11_03,173
1962_12_22,173
1963_09_11,173
1963_11_01,173
1963_11_24,173
1963_12_27,173
1964_06_27,173
1964_07_28,173
1964_08_17,173
1964_11_22,173
1964_11_29,173
1965_02_01,173
1965_07_05,173
1965_08_09,173
1965_09_23,173
1965_11_05,173
1965_11_26,173
1966_04_12,173
1966_07_03,173
1966_07_15,173
1966_09_11,173
1966_09_19,173
1966_11_01,173
1967_01_06,173
1967_01_13,173
1967_03_01,173
1967_03_08,173
1967_06_03,173
1967_06_22,173
1967_08_07,173
1968_02_13,173
1968_03_26,173
1968_04_07,173
1968_08_14,173
1968_08_30,173
1968_12_08,173
1969_01_08,173
1969_04_11,173
1969_06_08,173
1969_08_23,173
1969_10_04,173
1970_03_12,173
1970_06_20,173
1970_07_28,173
1970_09_02,173
1970_12_28,173
1971_12_24,173
1972_07_27,173
1972_09_12,173
1974_05_05,173
1956_10_12,172
1957_01_03,172
1957_06_04,172
1957_09_19,172
1958_01_07,172
1958_02_01,172
1958_03_21,172
1958_06_25,172
1958_07_14,172
1958_07_18,172
1958_08_25,172
1958_11_02,172
1958_12_16,172
1959_10_09,172
1960_02_17,172
1960_03_25,172
1960_04_11,172
1960_06_22,172
1960_06_27,172
1960_07_16,172
1960_10_04,172
1960_10_21,172
1961_04_12,172
1961_04_15,172
1961_10_02,172
1961_10_03,172
1961_12_01,172
1961_12_23,172
1962_02_17,172
1962_04_13,172
1962_05_07,172
1962_07_04,172
1962_07_27,172
1962_09_01,172
1963_01_21,172
1963_05_09,172
1963_05_14,172
1963_07_02,172
1963_07_28,172
1963_10_17,172
1963_11_13,172
1963_11_14,172
1963_11_30,172
1964_01_13,172
1964_03_17,172
1964_04_18,172
1964_06_09,172
1964_07_03,172
1964_10_30,172
1964_11_06,172
1964_12_05,172
1964_12_26,172
1965_01_04,172
1965_03_07,172
1965_04_24,172
1965_07_15,172
1965_09_19,172
1966_03_14,172
1966_06_11,172
1966_09_17,172
1967_04_03,172
1967_05_20,172
1967_07_25,172
1967_08_24,172
1967_09_18,172
1967_11_25,172
1968_02_08,172
1968_07_28,172
1968_08_07,172
1968_12_02,172
1969_03_24,172
1969_04_01,172
1969_09_02,172
1969_12_22,172
1970_03_11,172
1970_05_28,172
1970_08_05,172
1971_03_15,172
1971_05_15,172
1971_06_22,172
1971_09_10,172
1971_09_25,172
1971_11_11,172
1972_02_12,172
1972_03_14,172
1972_04_11,172
1972_06_04,172
1972_06_20,172
1972_12_16,172
1952_11_11,171
1956_02_18,171
1957_05_01,171
1957_09_12,171
1958_01_03,171
1958_03_14,171
1958_09_01,171
1958_10_25,171
1958_11_16,171
1958_12_18,171
1959_03_29,171
1959_08_26,171
1959_09_13,171
1959_11_05,171
1959_12_13,171
1960_06_18,171
1960_06_19,171
1960_08_02,171
1960_10_15,171
1960_10_18,171
1960_11_04,171
1960_12_05,171
1961_08_20,171
1961_11_19,171
1962_01_16,171
1962_05_29,171
1962_07_29,171
1962_08_01,171
1962_08_13,171
1962_10_17,171
1962_11_22,171
1963_04_07,171
1963_07_20,171
1963_09_22,171
1963_10_05,171
1964_01_20,171
1964_02_25,171
1964_03_27,171
1964_05_14,171
1964_06_22,171
1964_07_16,171
1964_08_25,171
1964_10_19,171
1964_10_22,171
1965_02_15,171
1965_02_18,171
1965_03_16,171
1965_09_04,171
1965_10_01,171
1966_02_15,171
1966_03_01,171
1966_04_11,171
1966_06_24,171
1966_08_05,171
1966_10_08,171
1967_02_14,171
1967_05_27,171
1967_06_27,171
1967_07_23,171
1967_09_20,171
1967_10_01,171
1967_10_08,171
1967_10_16,171
1967_11_07,171
1968_04_13,171
1968_08_09,171
1969_03_11,171
1969_05_04,171
1969_06_01,171
1969_07_15,171
1969_09_17,171
1969_10_12,171
1969_12_06,171
1970_03_06,171
1970_03_09,171
1970_06_21,171
1970_09_21,171
1970_10_04,171
1970_10_11,171
1971_03_10,171
1971_06_15,171
1972_04_01,171
1948_10_10,170
1956_09_10,170
1957_06_02,170
1957_06_03,170
1958_03_11,170
1958_04_18,170
1958_04_28,170
1958_08_21,170
1958_10_20,170
1958_11_26,170
1958_12_20,170
1959_02_06,170
1959_04_01,170
1959_05_20,170
1959_09_06,170
1959_10_25,170
1959_10_27,170
1960_01_08,170
1960_01_12,170
1960_03_16,170
1960_04_20,170
1960_04_23,170
1960_06_29,170
1960_07_17,170
1960_08_17,170
1960_09_27,170
1960_10_05,170
1960_10_20,170
1960_12_08,170
1961_03_13,170
1961_04_16,170
1961_05_04,170
1961_09_04,170
1961_10_01,170
1962_02_09,170
1962_02_24,170
1962_04_05,170
1962_04_18,170
1962_04_30,170
1962_07_05,170
1962_07_11,170
1962_07_14,170
1962_07_24,170
1962_11_18,170
1963_01_25,170
1963_02_11,170
1963_05_27,170
1963_07_16,170
1963_12_17,170
1964_01_18,170
1964_02_01,170
1964_06_28,170
1964_07_26,170
1964_10_02,170
1964_10_06,170
1964_12_11,170
1965_01_29,170
1965_04_13,170
1965_07_02,170
1965_07_08,170
1965_08_17,170
1965_10_15,170
1966_02_14,170
1966_03_25,170
1966_06_28,170
1966_07_20,170
1966_08_26,170
1966_09_18,170
1966_09_21,170
1966_10_13,170
1966_11_12,170
1967_04_09,170
1967_07_15,170
1967_09_22,170
1967_10_12,170
1967_12_22,170
1967_12_26,170
1968_04_08,170
1968_05_13,170
1968_06_09,170
1968_07_06,170
1968_10_02,170
1968_10_09,170
1968_10_20,170
1968_11_10,170
1969_03_10,170
1969_11_27,170
1970_02_16,170
1970_04_08,170
1970_06_24,170
1970_07_20,170
1970_09_19,170
1970_09_24,170
1971_09_28,170
1972_05_10,170
1973_04_12,170
1974_03_03,170
1975_06_06,170
1956_10_28,169
1957_03_25,169
1957_07_11,169
1957_09_18,169
1957_12_04,169
1958_03_01,169
1958_07_17,169
1958_09_19,169
1958_10_08,169
1958_10_11,169
1959_07_13,169
1959_08_16,169
1959_10_05,169
1960_02_25,169
1960_03_04,169
1960_04_08,169
1960_05_16,169
1960_10_11,169
1960_11_21,169
1960_12_31,169
1961_02_12,169
1961_02_22,169
1961_04_01,169
1961_05_08,169
1961_05_12,169
1961_09_03,169
1961_09_11,169
1961_12_18,169
1961_12_20,169
1962_01_14,169
1962_02_26,169
1962_03_17,169
1962_03_21,169
1962_03_27,169
1962_04_20,169
1962_05_14,169
1962_05_21,169
1962_07_09,169
1962_11_26,169
1962_12_07,169
1962_12_27,169
1963_02_16,169
1963_02_18,169
1963_03_22,169
1963_04_28,169
1963_06_08,169
1964_01_17,169
1964_02_18,169
1964_03_09,169
1964_03_21,169
1964_05_08,169
1964_07_24,169
1964_10_29,169
1964_12_03,169
1965_01_11,169
1965_02_04,169
1965_03_28,169
1965_04_09,169
1965_06_08,169
1965_06_17,169
1965_06_21,169
1965_08_14,169
1965_09_21,169
1965_12_06,169
1966_03_22,169
1966_06_17,169
1966_08_14,169
1966_10_15,169
1966_11_02,169
1967_03_24,169
1967_04_08,169
1967_05_14,169
1968_01_20,169
1968_06_19,169
1968_08_11,169
1968_10_03,169
1968_11_03,169
1969_03_20,169
1969_07_02,169
1969_11_20,169
1969_12_29,169
1970_02_22,169
1970_05_18,169
1970_08_24,169
1970_09_04,169
1970_09_18,169
1970_12_01,169
1971_08_01,169
1971_08_28,169
1971_09_15,169
1972_04_12,169
1972_05_15,169
1972_06_10,169
1948_06_06,168
1951_06_06,168
1952_04_06,168
1954_09_24,168
1956_06_01,168
1956_06_12,168
1957_02_10,168
1957_03_04,168
1957_05_09,168
1957_06_12,168
1957_06_14,168
1957_06_22,168
1957_08_16,168
1957_09_11,168
1958_01_08,168
1958_02_25,168
1958_03_05,168
1958_05_16,168
1958_05_25,168
1958_07_08,168
1958_07_15,168
1959_06_28,168
1959_07_25,168
1959_08_25,168
1959_08_27,168
1959_11_08,168
1959_12_10,168
1959_12_18,168
1960_02_23,168
1960_05_17,168
1960_07_23,168
1960_09_08,168
1960_09_24,168
1960_11_16,168
1961_01_10,168
1961_01_25,168
1961_01_31,168
1961_04_10,168
1961_05_01,168
1961_08_06,168
1961_09_07,168
1961_11_05,168
1962_02_19,168
1962_04_21,168
1962_05_23,168
1962_07_26,168
1962_08_04,168
1962_10_27,168
1962_11_17,168
1962_11_23,168
1962_12_26,168
1963_02_17,168
1963_02_24,168
1963_10_04,168
1964_03_20,168
1964_06_17,168
1964_07_19,168
1964_10_11,168
1964_11_15,168
1964_11_18,168
1964_12_27,168
1965_03_11,168
1965_06_13,168
1965_11_16,168
1965_12_04,168
1966_03_08,168
1966_04_25,168
1966_05_20,168
1966_10_14,168
1966_10_26,168
1966_11_26,168
1966_12_06,168
1967_02_10,168
1967_02_16,168
1967_12_05,168
1968_02_24,168
1968_05_28,168
1968_06_26,168
1968_07_21,168
1968_09_24,168
1968_10_11,168
1969_02_17,168
1969_08_09,168
1969_09_28,168
1969_10_24,168
1969_10_25,168
1970_07_05,168
1970_08_25,168
1970_11_23,168
1970_12_10,168
1971_01_06,168
1972_02_15,168
1972_04_28,168
1972_12_05,168
1953_08_15,167
1954_06_16,167
1955_01_02,167
1956_09_22,167
1956_09_23,167
1957_07_05,167
1957_08_06,167
1957_08_18,167
1957_09_03,167
1957_09_20,167
1957_09_29,167
1958_02_03,167
1958_03_12,167
1958_06_20,167
1958_09_05,167
1958_09_30,167
1958_12_11,167
1959_01_19,167
1959_02_15,167
1959_03_28,167
1959_06_08,167
1959_07_02,167
1959_08_04,167
1959_10_24,167
1960_01_25,167
1960_04_07,167
1960_05_09,167
1960_06_09,167
1960_09_18,167
1960_10_13,167
1960_11_20,167
1960_11_24,167
1960_11_29,167
1961_01_21,167
1961_04_14,167
1961_05_10,167
1961_11_01,167
1961_11_28,167
1962_01_24,167
1962_02_25,167
1962_04_19,167
1962_08_14,167
1962_11_04,167
1962_11_29,167
1962_11_30,167
1962_12_29,167
1963_05_28,167
1963_07_09,167
1963_08_11,167
1964_03_18,167
1964_05_24,167
1964_07_29,167
1964_10_13,167
1964_11_01,167
1964_11_16,167
1964_11_17,167
1964_11_30,167
1965_02_08,167
1965_06_18,167
1965_07_10,167
1965_09_02,167
1965_09_08,167
1965_11_02,167
1965_12_20,167
1966_02_13,167
1966_03_21,167
1966_05_24,167
1966_07_01,167
1966_07_10,167
1966_09_07,167
1966_10_29,167
1967_01_16,167
1967_04_01,167
1967_04_23,167
1967_07_14,167
1967_09_01,167
1967_09_21,167
1967_10_07,167
1967_12_14,167
1967_12_27,167
1968_07_17,167
1968_11_16,167
1968_11_26,167
1968_12_04,167
1969_02_05,167
1969_06_07,167
1969_07_17,167
1969_11_01,167
1969_11_28,167
1969_12_18,167
1969_12_28,167
1970_02_07,167
1970_03_01,167
1970_04_03,167
1970_05_07,167
1970_06_09,167
1970_06_13,167
1970_10_23,167
1970_10_25,167
1972_02_07,167
1972_06_01,167
1972_06_02,167
1972_09_28,167
1953_06_01,166
1954_06_12,166
1954_09_18,166
1955_06_12,166
1955_08_20,166
1955_11_11,166
1955_11_25,166
1957_04_10,166
1957_08_20,166
1957_09_01,166
1958_01_19,166
1958_03_22,166
1958_07_12,166
1958_08_20,166
1958_09_11,166
1958_09_12,166
1958_10_06,166
1958_12_08,166
1958_12_29,166
1959_02_10,166
1959_02_27,166
1959_03_15,166
1959_04_12,166
1959_07_18,166
1959_09_01,166
1959_09_27,166
1959_10_20,166
1959_11_03,166
1959_11_22,166
1960_02_04,166
1960_02_05,166
1960_02_15,166
1960_05_03,166
1960_07_01,166
1960_07_13,166
